user_id,age,gender,occupation,feedback_text,feedback_timestamp,menu_item,meal_time,previous_feedbacks,interaction_count
2149,19,Male,Student,The service was not enough slow.,2023-01-05 14:32:49,Veg Curry,Afternoon,[-0.806051774714784],3
2150,26,Female,Student,The staff provided excellent service.,2023-10-02 09:52:49,Mutton Curry,Afternoon,"[-0.7352782469696797, 0.9430047583624244, 0.12472577850572786, 0.26991719440670603, -0.9584939991357584]",8
2151,25,Male,Student,The staff was friendly and accommodating.,2024-03-04 13:03:19,Spring Rolls,Afternoon,"[0.08151350594488616, -0.5743401780609421, -0.8015136666939566, -0.10138326858420821]",4
2152,19,Male,Student,The flavors were unique and interesting.,2023-04-07 09:22:40,Chicken,Morning,"[-0.3711974667712046, 0.2259202360675172]",8
2153,26,Male,Student,The overall dining experience was excellent.,2023-07-30 00:11:54,Paneer Tikka,Afternoon,"[-0.9478037058382005, -0.17070920357196617]",3
2154,23,Female,Student,The meal was not enough dry for my liking.,2024-06-19 17:08:55,Mushroom Soup,Afternoon,"[-0.5770653176259795, -0.35064708927437627, -0.6922611951997393]",4
2155,29,Female,Student,I didn’t enjoy the quality.,2024-02-27 04:17:57,Rasmalai,Afternoon,[0.7813161678190681],3
2156,21,Female,Student,The overall quality was inconsistent.,2023-06-19 19:37:00,Veg Curry,Afternoon,"[-0.38169775466785727, -0.09199343534335092, 0.473115074130805, -0.5185830475469166, 0.7373707754771486]",8
2157,29,Female,Student,The temperature of the food was perfect.,2024-06-22 17:07:28,Fried Rice,Evening,"[0.18465312485165786, -0.543276538612099, -0.01487560990063952, 0.2000154903421567]",5
2158,22,Female,Student,The quality of the ingredients was outstanding.,2024-01-06 23:49:11,Paneer Butter Masala,Afternoon,"[0.12372278293989125, 0.2950709546871828, -0.5686447934573098, -0.8562983810926643]",9
2159,27,Female,Student,The presentation was appealing.,2024-04-07 13:53:01,Veg Biryani,Evening,"[0.38382481994537265, -0.7214676664322199]",8
2160,28,Male,Student,I really enjoyed the meal.,2024-06-07 09:54:59,Idli,Afternoon,"[-0.3851375407506945, 0.6815925213646339, 0.6799387240470574, 0.6673101790880707, 0.20075525923636883]",6
2161,29,Female,Student,The overall experience was satisfying.,2023-02-14 12:59:20,Veg Curry,Morning,[-0.8305216919184792],1
2162,18,Female,Student,The meal was not enough dry for my liking.,2024-05-08 04:26:00,Gulab Jamun,Afternoon,"[0.43334347520052297, -0.6018562731912735, 0.751174859546754]",2
2163,24,Female,Student,The temperature could have been better.,2023-10-06 20:40:13,Masala Dosa,Afternoon,"[0.7811546046432214, 0.5871467630828227, -0.5309153830800497]",8
2164,26,Male,Student,The portions were generous.,2023-04-21 03:42:14,Paneer Butter Masala,Evening,"[0.05361046271571701, -0.029900294989271936]",9
2165,22,Male,Student,The overall experience was satisfying.,2024-08-12 13:25:31,Chole Bhature,Morning,[-0.7230051097471788],2
2166,21,Female,Student,I appreciated the variety of healthy options.,2023-07-15 17:53:22,Gulab Jamun,Evening,[0.1258780570879967],7
2167,27,Male,Student,The meal was missing a key ingredient.,2024-06-28 12:14:17,Fish Curry,Evening,"[0.07036192906462158, 0.40650703553272294, -0.615196108549027, -0.9424624001824033]",1
2168,21,Female,Student,The service was exceptional.,2023-07-26 10:09:19,Kofta Curry,Afternoon,"[-0.9871002703457923, -0.364689801227301, -0.645609507843911, 0.17738566622612306, 0.6444598199931397]",6
2169,27,Male,Student,The overall dining experience was excellent.,2024-06-12 10:16:42,Chicken,Afternoon,"[0.07979761523643325, 0.34152387957585195, -0.6166758317349803]",2
2170,25,Male,Student,I didn’t like the texture of the meal.,2024-04-11 17:22:24,Uttapam,Evening,"[0.5368961680809314, 0.4097439391921236]",2
2171,27,Male,Student,The temperature of the food was perfect.,2024-06-18 06:41:59,Chole Bhature,Evening,"[0.6554687478259764, 0.7740791312368276, 0.7983985079558573, -0.3681238966708593, 0.3630017016305731]",4
2172,28,Male,Student,I didn’t like the texture of the meal.,2024-08-09 17:24:12,Veg Biryani,Evening,"[-0.2765206739216204, 0.2648497664242384, 0.46409770320592525, -0.2659031586599878]",5
2173,19,Male,Student,I didn’t enjoy the temperature of the food.,2024-05-01 17:35:53,Chole Bhature,Evening,"[0.9388802071706195, -0.7416655749963814, -0.4962056854169121]",5
2174,26,Male,Student,The quality of the ingredients was outstanding.,2024-05-02 06:03:11,Veg Biryani,Afternoon,"[0.5620218490222799, -0.09433802141208947, 0.9926355199003394, -0.20252436595245427]",8
2175,18,Female,Student,The temperature of the food was perfect.,2023-05-11 21:31:28,Pav Bhaji,Afternoon,[0.9753580953901524],4
2176,27,Male,Student,The quality of the ingredients was outstanding.,2024-06-17 12:42:25,Uttapam,Evening,[-0.9409637023883113],9
2177,25,Male,Student,The overall quality of the meal was good.,2023-07-21 19:01:43,Chicken Biryani,Morning,"[0.719399393111579, -0.17634214889940392, -0.9395238904861569]",4
2178,27,Male,Student,The flavors were unique and interesting.,2024-04-24 11:40:54,Pav Bhaji,Afternoon,"[0.3309188825078697, 0.3100773410525761]",4
2179,18,Male,Student,I found the meal to be very satisfying.,2023-03-17 02:09:26,Caesar Salad,Afternoon,"[-0.17122843054158543, 0.4893507584941734]",7
2180,27,Male,Student,I didn’t like the texture of the meal.,2024-03-21 21:40:55,Fish Curry,Afternoon,"[-0.545316733231862, 0.6921960838267487, 0.4127171839842734, -0.9149120868838145]",8
2181,24,Male,Student,The food was a bit bland.,2023-06-16 11:01:42,egg,Morning,"[0.99257236474698, -0.5472823048717956, -0.04860220771359791, -0.6074295337617532, 0.49317190633133645]",5
2182,25,Female,Student,The meal was not enough dry for my liking.,2023-11-15 22:37:44,Vada,Evening,"[0.9247732713252037, -0.9240790020278127]",1
2183,22,Female,Student,I didn’t enjoy the quality.,2024-03-10 10:14:41,Fried Rice,Morning,"[0.19992979801266708, 0.9942765953536519, -0.9077481183205187, 0.6982044094140543, 0.5658756235411777]",8
2184,27,Female,Student,The portions were generous.,2024-03-04 06:18:26,Samosa,Afternoon,"[0.3822639745527179, 0.5950743061920387]",3
2185,21,Male,Student,The service was prompt and courteous.,2024-08-30 12:41:28,Mixed Vegetable,Afternoon,"[0.4235966655863348, -0.8941400081181676, -0.09117207009109052, -0.8083508273025433]",4
2186,25,Male,Student,The meal was not enough dry for my liking.,2024-08-10 07:44:48,Paneer Butter Masala,Morning,"[-0.3261536746930096, 0.48473887384697534, 0.8693724756906207, 0.1381454461342546, -0.5826344020468588]",8
2187,20,Male,Student,The service was exceptional.,2024-07-06 05:42:01,Gulab Jamun,Evening,"[0.8333382241204286, 0.9371971101981251]",7
2188,24,Male,Student,"Amazing flavors, I loved the taste.",2023-03-21 16:05:31,Kofta Curry,Evening,"[0.3800086015865298, -0.06719542494630737, 0.7874373152527343, -0.2664058540666332]",7
2189,25,Male,Student,The flavors were not what I expected.,2023-03-01 14:14:10,Manchurian,Morning,"[0.9782242850695453, -0.7016355310270699, 0.05163508376808812]",1
2190,27,Female,Student,The flavors were bold and exciting.,2023-08-29 08:13:36,Chicken Biryani,Morning,"[-0.4277094788760458, -0.2920361014044526]",7
2191,25,Female,Student,The overall dining experience was excellent.,2024-04-24 07:28:11,Ice Cream,Morning,"[-0.8146385726867378, -0.3674400880490867, -0.19843228475610464, -0.6107264133999522, -0.2759691826021644]",9
2192,24,Female,Student,I didn’t enjoy the temperature of the food.,2023-12-22 18:47:31,Chicken Biryani,Evening,[-0.09336231477128609],2
2193,23,Male,Student,I would recommend this place for its service.,2023-09-18 19:22:06,Kofta Curry,Evening,"[0.13892247062895224, -0.5360715412871953, -0.7614711221940094, -0.3712229226288082, -0.5332557805483158]",1
2194,18,Male,Student,The dessert was the best part of the meal.,2023-01-22 22:20:47,Paneer Butter Masala,Morning,"[0.0944740731936482, -0.5023308949035323, -0.8605640157838303, -0.18239006173481265, -0.8659458658326864]",9
2195,25,Female,Student,I found the meal to be very satisfying.,2024-01-02 03:57:23,Paneer Tikka,Afternoon,"[0.956603769781158, -0.6870979600602083, 0.9082195580174697, -0.37131859295014435]",6
2196,28,Female,Student,I found the meal to be lacking in flavor.,2023-09-05 18:46:49,Veg Curry,Morning,"[0.7318524355932627, -0.6890799400820646, -0.4952887712078391, 0.516350767297098]",1
2197,26,Female,Student,The preparation was well done.,2023-11-06 16:55:03,Kofta Curry,Evening,"[0.8528156006861272, 0.8453711057344631, 0.4944340857755545]",8
2198,20,Female,Student,I didn’t enjoy the temperature of the food.,2024-04-13 15:00:16,Mushroom Soup,Afternoon,"[0.8812576191339165, 0.02282634971541131, 0.24480329160379166]",2
2199,20,Female,Student,The overall experience was satisfying.,2023-10-24 22:44:58,Ice Cream,Afternoon,[-0.388957509774265],7
2200,27,Female,Student,I think the meal could use more seasoning.,2023-08-26 07:12:32,Paneer Tikka,Evening,"[0.21380606166364857, 0.8094978545451526, 0.18993189554770784, 0.2696051950691536]",2
2201,21,Female,Student,I would recommend this place for its service.,2023-12-22 21:15:43,Manchurian,Evening,"[-0.46493198022354565, -0.25763397805396915]",8
2202,24,Male,Student,The flavors were bold and exciting.,2023-09-27 14:43:11,Manchurian,Afternoon,"[0.1886187701943669, 0.31144077661945624, 0.3483649385532255]",4
2203,20,Female,Student,The meal was light and refreshing.,2023-09-02 22:12:50,Paneer Tikka,Afternoon,"[-0.36775783429485664, 0.9399671859722651, -0.08767747093313649]",6
2204,19,Female,Student,The meal arrived late and was cold.,2023-01-09 13:30:15,Chicken,Afternoon,"[-0.9026359107175168, -0.3698792156311095, 0.7004397060589507, -0.8847826738352786]",3
2205,24,Female,Student,The service was exceptional.,2023-09-20 18:46:03,Chicken Biryani,Afternoon,"[-0.1699495420028705, 0.14261738707912763, 0.8743319915995773, 0.9380330147369245]",3
2206,23,Male,Student,The food was lukewarm and soggy.,2023-11-21 01:02:47,Vada,Afternoon,"[-0.9426627172283171, 0.3664413955304455, -0.310682228744239, -0.7565843789212523, -0.3544625174124081]",3
2207,22,Female,Student,The meal was not enough salty.,2023-12-25 22:47:24,Veg Curry,Morning,"[-0.5364660587983305, -0.4096936591696845, 0.6318694090918935, -0.8215178757228945, 0.3563124271490896]",6
2208,25,Female,Student,The temperature could have been better.,2024-07-14 11:58:45,Mutton Curry,Morning,"[-0.2506428776300116, 0.45164485162294676, -0.022885334047251904, -0.42700739802692067]",2
2209,24,Female,Student,The staff provided excellent service.,2023-02-05 02:36:22,Veg Biryani,Afternoon,"[0.6555376703880869, -0.39194758002993924]",1
2210,25,Female,Student,The food was a bit bland.,2024-04-23 08:48:03,Veg Biryani,Evening,"[-0.30793569520720787, 0.959286688241916, -0.2232906719647627, 0.3941044196591441]",2
2211,28,Female,Student,The meal was not enough salty.,2023-08-31 08:24:05,Veg Biryani,Morning,"[-0.3803853541140658, 0.7890150868096502]",8
2212,25,Male,Student,The staff was very polite and attentive.,2023-12-13 17:06:19,Fish Curry,Afternoon,"[-0.8523757170143376, -0.3247675806433552, -0.25466594374453155]",7
2213,24,Female,Student,The food quality was excellent!,2024-05-03 00:45:32,bonda,Morning,"[0.2737991121788428, 0.9182883773392798]",1
2214,22,Female,Student,I enjoyed the attentive service.,2023-07-16 12:17:08,Fried Rice,Morning,"[-0.15226546936226315, -0.7535050477029939, 0.5480322997154623, -0.9466285462806041, 0.1696938110520969]",7
2215,19,Female,Student,The service was not enough slow.,2023-03-18 05:39:44,Gulab Jamun,Afternoon,"[-0.35366217407503564, -0.23835405816394983, 0.35452574844010276]",9
2216,28,Female,Student,I would recommend this place for its service.,2023-06-17 08:49:56,Chole Bhature,Evening,"[-0.6642792460968485, -0.8140262879464235, 0.8350420435783377]",5
2217,22,Male,Student,The quality of the food was impressive.,2023-03-21 21:43:03,Fish Curry,Afternoon,"[-0.003265001863862471, 0.8187424950432785, -0.5624305213653917, 0.7926798106817328]",5
2218,19,Female,Student,The overall quality was inconsistent.,2023-03-12 18:17:47,Caesar Salad,Afternoon,"[0.22116931876208867, -0.3294722400921355, 0.8829099789897099, 0.6498667933624325]",5
2219,28,Female,Student,The temperature of the food was perfect.,2023-06-17 05:18:08,Ice Cream,Afternoon,"[0.3342735271652535, 0.32910478133709, 0.5173236369175414, 0.4682073804163003, 0.19179293316365786]",7
2220,23,Male,Student,The overall experience was satisfying.,2023-01-19 23:51:43,Gulab Jamun,Morning,"[-0.0021750063155743238, 0.8714606508259735, -0.7654991561758389]",2
2221,29,Female,Student,The service was not enough slow.,2024-03-30 20:49:53,Paneer Tikka,Afternoon,"[-0.09460199923413382, -0.4930662743031218, -0.0122633400977612]",3
2222,28,Male,Student,The meal was not enough dry for my liking.,2023-04-06 13:41:36,uggani,Evening,[-0.8741742959085752],7
2223,21,Male,Student,The flavors were unique and interesting.,2023-10-28 14:33:49,Egg Curry,Morning,"[0.16041732413402143, -0.6078630014868589, 0.3669843835571249, 0.07489174908606366, -0.3362827168925906]",7
2224,24,Female,Student,The overall quality was inconsistent.,2023-06-10 10:42:45,Paneer Tikka,Afternoon,[-0.49164565411671357],7
2225,22,Female,Student,The service was exceptional.,2024-05-22 14:41:39,Idli,Evening,[0.029353178135805402],9
2226,20,Male,Student,The presentation was appealing.,2023-09-06 07:00:49,Fish Curry,Evening,"[-0.5108758645146378, 0.7289295604220396, 0.9934069917005275]",3
2227,18,Female,Student,The meal had great depth of flavor.,2023-03-02 15:55:28,Gulab Jamun,Morning,"[0.6068018446296581, 0.08353645315220426, -0.41379140590612007, 0.11740553979063306]",2
2228,27,Male,Student,The flavors were not what I expected.,2023-04-02 01:15:08,Idli,Morning,"[-0.754334572991785, -0.14975786270748537, 0.5707818262668043, 0.5119525316966149]",1
2229,27,Male,Student,The service was not enough slow.,2023-05-05 13:41:42,Egg Curry,Afternoon,"[0.7577826746304275, 0.1103586759718913, -0.6661316915367086, 0.08115907603440209]",8
2230,26,Male,Student,The meal was not enough dry for my liking.,2024-06-12 13:11:01,Chole Bhature,Evening,"[-0.2686058445584172, 0.9845035086876681]",8
2231,26,Female,Student,The service was not enough slow.,2023-02-19 02:55:07,Pav Bhaji,Evening,"[0.7867698652261113, 0.024954228438279102]",5
2232,23,Male,Student,The meal was not enough salty.,2023-11-17 11:18:07,Gulab Jamun,Morning,"[0.37339938366745673, -0.9608476969547031, -0.4482092185166393]",7
2233,24,Male,Student,The service could be better.,2023-01-09 20:31:06,Kofta Curry,Evening,"[0.4315610204231022, -0.9045263052120662, 0.29927080005131135, -0.9391155362769794]",3
2234,26,Male,Student,The meal was filling and satisfying.,2023-03-10 02:29:36,Chicken Biryani,Afternoon,"[0.7144047212183653, 0.8067231750772728]",1
2235,24,Male,Student,The meal was missing a key ingredient.,2024-06-14 18:51:01,Roti,Afternoon,"[0.4498133092514116, 0.5248903281550918, 0.23737740081574366, -0.018030257626838075, 0.8749443330166566]",9
2236,28,Female,Student,The overall experience was satisfying.,2023-10-07 10:44:25,Paneer Tikka,Afternoon,"[-0.8551803832687237, -0.06714573245216027, 0.42015448110253417]",6
2237,22,Female,Student,I found the meal to be very satisfying.,2024-06-01 04:32:50,Masala Dosa,Afternoon,"[0.887548251622923, -0.03401000579108815, 0.5023648835033261, -0.7743449921733769]",3
2238,25,Female,Student,The staff was attentive and friendly.,2023-11-29 06:47:30,Roti,Afternoon,"[-0.5723825341958169, 0.7717927938142342]",6
2239,18,Male,Student,The meal was missing a key ingredient.,2023-11-03 05:55:11,Gulab Jamun,Morning,[-0.8427768220365515],3
2240,21,Male,Student,I didn’t enjoy the temperature of the food.,2023-10-21 16:25:35,Vada,Evening,"[0.5925012541834123, -0.6245297803644501]",9
2241,19,Male,Student,I found the meal to be very satisfying.,2024-02-29 00:55:04,Mixed Vegetable,Afternoon,"[0.9933452557817672, -0.20697547799665927]",5
2242,25,Female,Student,The flavors were not what I expected.,2023-05-30 02:34:48,Fried Rice,Morning,"[-0.3276307813294357, -0.30256643801831773, -0.7025087176624563, -0.4090667935599379]",8
2243,28,Female,Student,The quality of the food was impressive.,2024-05-19 04:29:17,Fried Rice,Evening,"[0.5417197120887094, 0.840749929973009, 0.9366680510437608, -0.7618791156469149, -0.24190752295672047]",4
2244,24,Male,Student,I appreciated the variety of healthy options.,2024-03-01 08:54:59,Mushroom Soup,Morning,"[0.9681841175440196, 0.7719900328909941, 0.87170501107246]",5
2245,23,Female,Student,The staff provided excellent service.,2023-06-08 04:33:28,Paneer Tikka,Evening,"[0.3079728377700366, 0.8975371650806054, -0.2653090907684661, 0.2723911010120277]",8
2246,27,Male,Student,I appreciated the variety of healthy options.,2023-08-23 11:21:25,Vada,Evening,"[-0.3589032245783137, 0.30128054876949606, 0.8272903579724435, -0.06825559844891971, 0.9653078203383574]",7
2247,23,Male,Student,I didn’t enjoy the temperature of the food.,2023-02-19 20:01:08,bonda,Morning,"[0.03968739157672374, -0.9352101218444924]",7
2248,24,Female,Student,I appreciated the variety of healthy options.,2024-09-18 05:32:38,Fried Rice,Morning,"[0.6356804688417068, 0.38960049189191914, 0.5247594299585978]",7
2249,22,Male,Student,The flavors were not what I expected.,2024-07-07 13:18:20,egg,Morning,"[0.4178512382780091, 0.034064088225386646]",3
2250,29,Female,Student,I would recommend this place for its service.,2023-01-22 22:27:24,Paneer Butter Masala,Afternoon,"[-0.46690272183647186, 0.7780889018222663]",9
2251,24,Female,Student,The overall quality was inconsistent.,2023-05-06 11:09:57,Manchurian,Evening,"[-0.5635617869979364, 0.2968101312082023]",3
2252,20,Female,Student,The quality of the ingredients was outstanding.,2023-08-23 11:24:34,Garlic Bread,Evening,"[0.7055223462089675, -0.24739920770497736, -0.9201213092721481, 0.9700242904676382, -0.3479487914802615]",1
2253,22,Female,Student,I would recommend this place for its service.,2023-01-04 07:50:26,Idli,Afternoon,"[0.9311710721961597, 0.8249841436692773]",4
2254,25,Female,Student,The food was served at the right temperature.,2024-05-08 17:06:08,Samosa,Afternoon,"[-0.8793154016564098, -0.7555501860115468, 0.8671819420093365, 0.7255250037754355, 0.552268652789889]",1
2255,21,Male,Student,The temperature of the food was perfect.,2023-08-03 03:04:24,Kofta Curry,Morning,"[0.3411062521776367, 0.30049165456016325]",9
2256,28,Male,Student,The service was not enough slow.,2023-08-29 21:09:18,Uttapam,Afternoon,[0.7162819033319525],5
2257,21,Male,Student,I didn’t like the texture of the meal.,2023-08-02 02:19:22,Chicken,Morning,"[0.4634625066718585, -0.14999467762403396, -0.5828649302249242, -0.21703779455269157, 0.9317788439910257]",4
2258,27,Male,Student,The overall experience was satisfying.,2024-03-01 10:23:41,Mutton Curry,Evening,"[0.9801357307976437, -0.42800109105900663, -0.7376650852117212, 0.6916478602446761]",6
2259,29,Female,Student,The temperature of the food was perfect.,2024-03-11 09:25:05,Gulab Jamun,Morning,"[-0.34422537775442885, 0.8983735670092754]",7
2260,27,Female,Student,The dessert was delightful!,2023-09-06 20:57:05,Veg Curry,Morning,"[0.8670086951223956, 0.017622469914356564, 0.5740456518530994, -0.30096616337683435]",8
2261,18,Female,Student,I found the meal to be very satisfying.,2023-11-18 03:46:36,Mushroom Soup,Evening,"[-0.6632463736644885, 0.7400414362318453, -0.7902971638523464, 0.7929355795991166, -0.36507144178232975]",8
2262,29,Female,Student,The food was perfectly cooked.,2023-08-21 14:37:22,Paneer Butter Masala,Evening,"[-0.184341160959137, -0.10076213725606986, -0.2780088391900013]",8
2263,27,Female,Student,I would recommend this place for its service.,2024-02-25 21:38:19,uggani,Morning,"[0.843052102988501, -0.06680472039009411, 0.02588971920233174]",2
2264,25,Female,Student,The food was served at the right temperature.,2024-05-13 04:29:59,Pasta,Afternoon,[0.7697722587622058],7
2265,28,Female,Student,I appreciated the variety of healthy options.,2024-06-21 04:59:28,Pav Bhaji,Morning,"[-0.3659337931841813, 0.9888025832087863]",6
2266,29,Female,Student,I would recommend this place for its service.,2023-10-04 13:57:35,Idli,Afternoon,"[0.4709228857737702, -0.39143329667991367, -0.9612378275010109, -0.0843406073319688, -0.9119571690175505]",2
2267,28,Male,Student,The portions were generous.,2023-03-28 06:14:06,Caesar Salad,Evening,"[-0.7797186653013746, -0.4185827969264151, -0.6999968812934851, 0.01627385501689549, 0.3296806874785154]",3
2268,18,Female,Student,The service was not enough slow.,2024-06-22 10:26:54,Caesar Salad,Evening,"[-0.9120933809634497, -0.6284297209563805]",3
2269,19,Female,Student,The staff provided excellent service.,2023-07-17 21:29:23,Chicken Biryani,Afternoon,"[-0.3275856337191283, 0.03233036024754288, -0.42160038668098876, -0.8241759595738665, -0.17891184188538034]",2
2270,26,Male,Student,The quality of the ingredients was outstanding.,2024-07-18 14:34:59,Gulab Jamun,Morning,"[-0.30094690965978343, -0.029023717636442736, -0.7557969444801744, -0.8618563582937904]",9
2271,25,Female,Student,I didn’t enjoy the quality.,2024-02-17 12:42:45,Chicken Biryani,Afternoon,"[-0.4405855493661155, 0.5866730545569989]",5
2272,20,Male,Student,The overall quality was inconsistent.,2024-02-01 17:28:30,Veg Biryani,Afternoon,"[-0.9973102346106155, 0.38382359288010304, 0.5915607234172748, 0.18519138145345448]",1
2273,24,Female,Student,The staff provided excellent service.,2023-04-29 10:14:03,Chicken,Afternoon,"[-0.9926041864025725, -0.9222115940573319]",1
2274,19,Female,Student,The meal had great depth of flavor.,2023-07-15 17:39:38,Pav Bhaji,Evening,"[-0.6708074267117234, 0.29075540529038135, -0.5937588091554302]",7
2275,20,Female,Student,I would recommend this place for its service.,2023-12-18 02:42:25,Vada,Evening,[0.5595371387953714],4
2276,20,Female,Student,I appreciated the healthy options available.,2023-07-08 13:12:43,egg,Morning,"[-0.7080233338319066, -0.8149692968093531, -0.03985805115430208, 0.7809068901916267, -0.9634693931560319]",3
2277,27,Male,Student,I loved the overall dining experience.,2023-07-17 15:01:29,Paneer Tikka,Afternoon,"[0.5136716645950543, 0.17625037909737729, -0.1501637894360588, -0.5769331824016044]",9
2278,27,Male,Student,I found the meal to be very satisfying.,2023-04-21 01:49:27,Masala Dosa,Afternoon,"[-0.2960813130906612, -0.8679017417877224, -0.3546112413694116, 0.8431453318411659]",9
2279,24,Female,Student,The temperature could have been better.,2024-05-07 06:59:59,Paneer Butter Masala,Morning,"[0.7916068681706936, 0.6270669945829417, -0.7871169014917856]",9
2280,20,Male,Student,The staff was attentive and friendly.,2024-01-03 18:50:54,bonda,Morning,"[0.5449859839781912, 0.6459069678522986, -0.007762058286723494, -0.713819040757496]",6
2281,25,Male,Student,I found the meal to be very satisfying.,2024-05-30 23:47:32,uggani,Morning,"[-0.9123327706283932, 0.6674710985509058, -0.1521620230055709, -0.07565221816033829]",3
2282,20,Female,Student,The overall quality was inconsistent.,2023-03-19 18:01:32,Rasmalai,Evening,[-0.1409574705113239],9
2283,21,Female,Student,I appreciated the variety of healthy options.,2023-09-07 06:55:48,Vada,Afternoon,"[0.6501694948829284, -0.9316849379667544]",2
2284,29,Male,Student,The meal was not enough dry for my liking.,2023-06-20 05:20:46,Caesar Salad,Evening,"[0.8529908576134939, -0.4107454343094281, -0.9605443735507537]",9
2285,22,Male,Student,I found the meal to be very satisfying.,2024-04-08 05:40:57,Masala Dosa,Evening,[-0.2522868812128274],7
2286,22,Female,Student,I appreciated the variety of healthy options.,2023-09-07 21:14:32,Mutton Curry,Morning,[-0.28421250903077255],1
2287,22,Male,Student,The overall experience was satisfying.,2023-12-04 09:21:02,Veg Biryani,Morning,[0.9373909443982664],4
2288,19,Male,Student,The meal was not enough dry for my liking.,2024-02-08 04:12:57,Ice Cream,Evening,[-0.15705447122370253],1
2289,28,Female,Student,The overall quality was inconsistent.,2024-06-08 23:28:48,Pasta,Evening,"[0.7619579850167315, -0.839021749744929, 0.19049274097875157, 0.012806526047724143]",1
2290,23,Female,Student,I would recommend this place for its service.,2023-08-29 01:22:13,Uttapam,Evening,[-0.015336926822722141],7
2291,27,Male,Student,I didn’t enjoy the quality.,2023-03-12 05:22:55,Veg Biryani,Evening,"[-0.9808091543540471, 0.862769893918313, -0.9245249861301947]",4
2292,27,Female,Student,The meal was missing a key ingredient.,2024-05-05 16:39:31,Mutton Curry,Morning,"[0.5257480691910683, 0.46984380968647654, 0.5317753039124047, -0.688354737951834, -0.3911033616822539]",1
2293,21,Female,Student,The flavors were bold and exciting.,2024-03-28 02:28:21,Masala Dosa,Afternoon,"[0.6425264095333483, 0.6075072670031452, -0.6051850650825634]",6
2294,19,Female,Student,The quality of the ingredients was outstanding.,2023-10-04 12:41:39,egg,Afternoon,"[0.40086532769506356, -0.14221446585690645, 0.9585255907891299, 0.4622249484355938]",1
2295,20,Male,Student,The quality of the ingredients was outstanding.,2024-07-21 11:06:43,Fish Curry,Evening,"[-0.6577370926829793, 0.3629035298335237, 0.05708068522620002, 0.8320108508789386, 0.04840418063095209]",1
2296,27,Female,Student,The meal was not enough salty.,2024-05-21 20:49:36,Manchurian,Morning,"[-0.10374474741917239, -0.12200043648726977]",3
2297,29,Male,Student,The overall quality of the meal was good.,2024-07-12 04:35:47,Mutton Curry,Afternoon,"[0.6556937487925449, 0.32432057740332576, -0.14020939785721098, -0.08755020868297092]",4
2298,26,Female,Student,The meal had great depth of flavor.,2023-02-20 05:42:20,Samosa,Afternoon,"[-0.5141046743446882, 0.3052297442634153, 0.5892478058151283]",7
2299,22,Female,Student,"Amazing flavors, I loved the taste.",2024-02-17 05:30:14,uggani,Morning,"[0.5133431868459493, -0.32522806158375905, 0.007154298786010704, 0.13162805342157657]",2
2300,23,Male,Student,The service was not enough slow.,2023-08-22 17:16:40,Garlic Bread,Morning,"[0.7428319763892433, 0.698157108917473, 0.8745111150461506]",8
2301,20,Male,Student,The meal was missing a key ingredient.,2024-07-21 04:21:04,Mutton Curry,Evening,"[-0.6281212977005066, -0.5456581275894203, -0.49582075836134876, 0.15431600845776705]",2
2302,21,Male,Student,The meal was not enough salty.,2023-03-01 18:37:06,uggani,Morning,"[-0.5692573725926027, -0.9833793193085119, -0.9188899159101616, 0.6616975856084117, -0.8144425524220094]",8
2303,28,Female,Student,The food quality was excellent!,2024-08-31 01:59:09,Mutton Curry,Morning,"[0.21521073731652463, 0.8379255807499311, 0.7340862351491322, 0.0642419105860681]",6
2304,23,Female,Student,"Amazing flavors, I loved the taste.",2024-02-03 10:07:50,Idli,Morning,"[-0.7535382153239516, -0.5919664512493343, -0.5542915717206061]",1
2305,20,Male,Student,"Amazing flavors, I loved the taste.",2024-01-12 13:52:48,Manchurian,Morning,"[-0.23733117375042756, -0.5806599679198241]",1
2306,24,Male,Student,The service was prompt and courteous.,2023-08-06 06:51:48,Chole Bhature,Evening,"[-0.7269690778330553, 0.4133381031546126, 0.23090917516266596, -0.6786291552605581]",9
2307,22,Female,Student,The staff was very polite and attentive.,2024-07-20 04:10:23,Gulab Jamun,Evening,"[0.7731449710773071, -0.42385679508901464, -0.08637690619931071]",3
2308,23,Male,Student,The presentation was appealing.,2023-04-26 18:16:20,Veg Biryani,Afternoon,"[0.1292756733632887, 0.14445918988080209]",2
2309,18,Female,Student,I didn’t enjoy the quality.,2024-07-19 04:22:19,Masala Dosa,Evening,[-0.22707421160047536],3
2310,26,Male,Student,The temperature of the food was perfect.,2023-01-04 12:56:21,Roti,Morning,"[0.5088147649569557, 0.23676344758004464, 0.026688099489514894]",9
2311,25,Female,Student,The flavors were bold and exciting.,2024-07-16 17:14:24,Pasta,Afternoon,[0.5698898655170139],9
2312,19,Male,Student,The staff provided excellent service.,2023-02-11 13:04:19,Veg Curry,Afternoon,"[-0.09590465076943988, 0.7002889625517403, -0.3671586411948329]",5
2313,27,Female,Student,The service made the experience enjoyable.,2024-06-02 11:37:02,egg,Morning,"[0.37777703435040766, 0.9908149590249051]",3
2314,29,Female,Student,The flavors were bold and exciting.,2024-01-21 04:26:26,Kofta Curry,Afternoon,[-0.9756797090759755],4
